"","Key","Bioregion","DateTime","Longitude","Latitude","Year","Month","Day","Time","DFO.Region","Station","Project","Twilight","Tow.Depth","Bottom.Depth","Volume.Filtered.m3","Tow.Ratio","Net.Type","Net.Mouth","Mesh.Size","Species.Richness","Diversity.Shannon","Diversity.Simpson","Diversity.Evenness","DayOfYear","Temp.net","Sali.net","Dens.net","MLD","Stratification","Oxyg.surf","Nitr.surf","Phos.surf","Sili.surf","Chla","Chla.micro","Chla.nano","Chla.pico","PAR","ZEU","POC","PIC","NPGO","PDO","ENSO","NPI"
"3201","PBS200956002701","Nearshore",2009-07-31 19:11:00,-125.17,48.938,2009,7,31,0.79931,"Vancouver Island Inlets","TOW 27","Pelagics Survey (PBS)","Daylight",79,91,58.58,0.868131868131868,"Bongo VNH",0.58,253,23,1.85791825577139,0.731435025840209,0.592543990779082,212,9.4238946679691,32.525562389326,1024.97519118646,10.25,0.00119143243715289,177.397982646996,NA,NA,NA,4.45359774998256,3.24482577746068,0.655084877259784,0.553687095262095,50.9968681335449,12.59388256073,1531.87153407506,0.00253083306597546,0.55998986,-0.53,27.78,1015.78
"3202","PBS200956002801","DeepShelf",2009-08-01 05:44:00,-125.72,48.898,2009,8,1,0.23958,"Southern Vancouver Island Shelf (Stations B and D)","TOW 28","Pelagics Survey (PBS)","Daylight",74,83,48.44,0.891566265060241,"Bongo VNH",0.58,253,17,1.22301898980612,0.482346364533167,0.431672042054965,213,9.50967357836147,32.5282815631527,1024.98587561462,11.25,0.00048275341069503,187.622043977737,NA,NA,NA,20.9378623962402,17.2849358538802,3.65292654236002,0,37.1436996459961,10.8026371002197,1047.29113769531,0.0037187032867223,0.71776492,0.09,27.42,1016.23
"3203","PBS201017000101","DeepFjord",2010-06-16 13:30:00,-123.77,49.286,2010,6,16,0.5625,"Central Strait of Georgia","GEO4","High Seas","Daylight",230,348,54.87,0.660919540229885,"Bongo VNH",0.58,253,56,2.68746437644855,0.897912156710224,0.667634677147361,167,11.4930685305134,28.1535967641982,1021.27490868872,11,0.00139545532049821,NA,0.713271808325878,0.326067110642266,8.76305418308271,5.56851196289062,4.18524043782181,0.832302268456161,0.550969256612653,52.0375518798828,23.5757999420166,549.800231933594,0.000248180935159326,1.2382043,-0.22,27.04,1015.99
"3204","PBS201017000201","DeepFjord",2010-06-16 15:51:00,-123.7,49.206,2010,6,16,0.66042,"Central Strait of Georgia","GS01","High Seas","Daylight",150,348,40.68,0.431034482758621,"Bongo VNH",0.58,253,50,2.57619177429139,0.899947256882206,0.658531856974456,167,11.4930685305134,28.1535967641982,1021.27490868872,11,0.00139545532049821,NA,0.713271808325878,0.326067110642266,8.76305418308271,9.30854511260986,7.36254844982966,1.61581581959192,0.330180843188291,52.0909080505371,25.9976081848145,938.353149414062,0.000547576579265296,1.2382043,-0.22,27.04,1015.99
"3205","PBS201017000301","DeepFjord",2010-06-16 17:08:00,-123.53,49.21,2010,6,16,0.71458,"Central Strait of Georgia","GS02","High Seas","Daylight",150,347,66.97,0.432276657060519,"Bongo VNH",0.58,253,45,2.42769913490261,0.878480800300431,0.637750034689598,167,9.60901083846077,29.7683633559449,1022.83363114423,10.1499996185303,0.00134924695997479,NA,9.291626679874,1.10274250465433,21.1358979450149,4.99827241897583,3.70353072276814,0.738029926544425,0.556711769663261,51.8446044921875,22.349723815918,347.537078857422,0.00133553217165172,1.2382043,-0.22,27.04,1015.99
"3206","PBS201017000601","DeepFjord",2010-06-16 19:00:00,-123.34,49.213,2010,6,16,0.79236,"Central Strait of Georgia","GS03","High Seas","Daylight",150,185,46.1,0.810810810810811,"Bongo VNH",0.58,253,51,2.83516323570237,0.913040764248576,0.721080612554507,167,9.73248470473513,29.6021202199415,1022.68790841781,10,0.00329219235615713,NA,4.1869080591279,0.735261949385495,13.9904002306564,5.29930591583252,3.95766982333186,0.786869661025163,0.554766431475494,49.5257530212402,21.1867733001709,347.174713134766,0.00148432655259967,1.2382043,-0.22,27.04,1015.99
"3207","PBS201017000801","DeepShelf",2010-06-17 06:40:00,-123.65,48.286,2010,6,17,0.27778,"Juan de Fuca","JF01","High Seas","Daylight",150,174,61.33,0.862068965517241,"Bongo VNH",0.58,253,47,2.05011398125997,0.772816358607324,0.532476723840252,168,8.29160450752162,32.69384661113,1025.30498423579,13.25,0.000135532771484888,NA,25.4097716747987,2.02868346566601,39.3441653670048,1.59392046928406,0.903985664875326,0.331705839011162,0.35822896539757,49.9370956420898,34.0348663330078,708.650146484375,0.000179391776327975,1.2382043,-0.22,27.04,1015.99
"3208","PBS201017001401","DeepShelf",2010-06-17 10:12:00,-124.08,48.387,2010,6,17,0.42569,"Juan de Fuca","JF03","High Seas","Daylight",100,111,33.17,0.900900900900901,"Bongo VNH",0.58,253,24,1.60350142177034,0.72439347720414,0.504554519013539,168,8.57094538409348,32.4847791152752,1025.10062970472,14.5,0.000102025976622885,NA,24.7927267639031,1.9055566397396,38.0086816575117,1.62561249732971,0.928342246785035,0.334654373808049,0.362615876736628,47.7211418151855,30.5460453033447,428.986877441406,0.000199590911506675,1.2382043,-0.22,27.04,1015.99
"3209","PBS201017002001","Nearshore",2010-06-17 12:33:00,-124.34,48.472,2010,6,17,0.52361,"Juan de Fuca","JF05","High Seas","Daylight",55,65,26.08,0.846153846153846,"Bongo VNH",0.58,253,22,0.570556194041028,0.205078956183866,0.184583745661965,168,9.18834384501031,32.018805261198,1024.64662312453,12.5,0.000123676096957517,NA,24.4852320609332,1.88505558696618,37.4962121494697,1.52085030078888,0.84814826467908,0.324850502205605,0.347851533904194,46.2752456665039,29.5538902282715,574.551818847656,0.000151371597894467,1.2382043,-0.22,27.04,1015.99
"3210","PBS201017002601","Nearshore",2010-06-17 15:27:00,-124.7,48.567,2010,6,17,0.64375,"Southern Vancouver Island Shelf (Stations B and D)","JF07","High Seas","Daylight",60,69,23.57,0.869565217391304,"Bongo VNH",0.58,253,22,1.02590172723157,0.491697507692713,0.331895062171327,168,9.31713809596068,31.9198956248481,1024.5499798879,12.6499996185303,0.000207749831203469,NA,23.1507256716252,1.76191363475337,35.1358344898622,1.69677126407623,0.983313809890476,0.341235944634571,0.372221509551186,44.0720367431641,26.1268444061279,521.67431640625,0.00158397853374481,1.2382043,-0.22,27.04,1015.99
"3211","PBS201017003201","Nearshore",2010-06-18 06:11:00,-125.11,48.965,2010,6,18,0.25833,"Vancouver Island Inlets","IVI01","High Seas","Daylight",85,96,21.07,0.885416666666667,"Bongo VNH",0.58,253,44,2.06916657734842,0.730192928639592,0.546792517690491,169,9.64088109241772,32.0305887135144,1024.5812123909,10.75,0.0020482988046046,NA,6.34976025476296,0.972947153533018,11.8801973618483,2.89493415753047,1.94615521464228,0.457769442851653,0.491009500036529,45.6792373657227,21.4879703521729,2318,NA,1.2382043,-0.22,27.04,1015.99
"3212","PBS201017007701","Nearshore",2010-06-20 06:26:00,-126.55,49.342,2010,6,20,0.26875,"Southern Vancouver Island Shelf (Stations B and D)","EP01","High Seas","Daylight",35,44,12.1,0.795454545454545,"Bongo VNH",0.58,253,36,2.42154213672118,0.876349560956184,0.675744199572852,171,10.5024871986165,32.0384769406606,1024.44799362143,14.25,0.000311328775773896,NA,0.51207237379347,0.522313811502334,4.50623698705259,3.59764957427979,2.52818412704664,0.539338739596061,0.530126707637087,49.1318664550781,29.612247467041,840.841125488281,0.00013873765419703,1.2382043,-0.22,27.04,1015.99
"3213","PBS201017007901","Nearshore",2010-06-20 07:20:00,-126.62,49.313,2010,6,20,0.30556,"Southern Vancouver Island Shelf (Stations B and D)","EP02","High Seas","Daylight",80,93,31.71,0.860215053763441,"Bongo VNH",0.58,253,41,1.85345224757296,0.722245168809,0.49910226980403,171,8.6903985756385,32.8607172411816,1025.3705868752,11,0.000371139954520558,NA,3.17621736306231,1.03483213067466,10.0409457165823,1.80214965343475,1.06538001824079,0.350925166471076,0.385844468722884,49.7225723266602,33.5511512756348,527.763305664062,0.00033402894041501,1.2382043,-0.22,27.04,1015.99
"3214","PBS201017008301","Nearshore",2010-06-20 08:37:00,-126.69,49.276,2010,6,20,0.35972,"Southern Vancouver Island Shelf (Stations B and D)","EP03","High Seas","Daylight",105,115,31.5,0.91304347826087,"Bongo VNH",0.58,253,40,2.17060331561254,0.784206340191393,0.588418066410879,171,8.23772958484541,33.2869698179921,1025.76915666648,10.25,0.00033335179762914,NA,1.7418984053515,0.645527033108411,5.22569497175984,1.8565731048584,1.10804369512503,0.355921314057133,0.392608095676237,49.2927284240723,34.0283432006836,407.51904296875,0.000449458661023527,1.2382043,-0.22,27.04,1015.99
"3215","PBS201017008501","Nearshore",2010-06-20 09:49:00,-126.75,49.237,2010,6,20,0.40972,"Southern Vancouver Island Shelf (Stations B and D)","EP04","High Seas","Daylight",110,120,42.14,0.916666666666667,"Bongo VNH",0.58,253,35,1.8505791070445,0.74241013586842,0.520505749377812,171,8.19710972704894,33.1596400148569,1025.67476414587,10.25,0.000325375909334073,NA,0.307335960856967,0.389292196731436,2.86846880516591,2.36350083351135,1.51256427770605,0.403482414767297,0.44745414103801,47.5940628051758,31.5128364562988,809.163330078125,0.000124069454614073,1.2382043,-0.22,27.04,1015.99
"3216","PBS201017008901","DeepShelf",2010-06-20 11:08:00,-126.82,49.206,2010,6,20,0.46458,"Southern Vancouver Island Shelf (Stations B and D)","EP05","High Seas","Daylight",130,141,55.28,0.921985815602837,"Bongo VNH",0.58,253,34,1.83245303787834,0.74575475940867,0.519644269236426,171,8.00381621185395,33.2507014982798,1025.7736345287,12.1499996185303,0.000289766936019759,NA,0.512214355294104,0.420015767677523,3.07328613176463,1.96534287929535,1.19382340688651,0.365928512027758,0.405590960381077,45.9919166564941,28.7798347473145,375.473083496094,0.000895156641490757,1.2382043,-0.22,27.04,1015.99
"3217","PBS201017009101","DeepShelf",2010-06-20 12:13:00,-126.91,49.176,2010,6,20,0.50972,"Southern Vancouver Island Shelf (Stations B and D)","EP06","High Seas","Daylight",150,185,41.72,0.810810810810811,"Bongo VNH",0.58,253,33,1.74458190255898,0.687897298078675,0.49894984406305,171,8.21482398493202,33.2018745299747,1025.70565610708,20,0.00016076481205893,NA,0.512279413164856,0.450805881142334,4.20069109024227,1.71655452251434,0.998662822048626,0.343058629620281,0.374833070845436,44.4917411804199,34.5624542236328,203.336212158203,0.000432721484685317,1.2382043,-0.22,27.04,1015.99
"3218","PBS201017009501","DeepShelf",2010-06-20 13:56:00,-126.98,49.134,2010,6,20,0.58125,"Southern Vancouver Island Shelf (Stations B and D)","EP07","High Seas","Daylight",150,463,53.2,0.323974082073434,"Bongo VNH",0.58,253,39,2.07242213556047,0.781544181852245,0.565685072544057,171,8.41813661764587,33.1482437426487,1025.63215120456,23.6499996185303,9.61852519244899e-05,NA,0.102446841295567,0.389297986237117,3.58563939191466,1.35266029834747,0.721546469885277,0.308607098639541,0.322506729822655,44.0336112976074,37.4405250549316,182.917938232422,0.000354172167135403,1.2382043,-0.22,27.04,1015.99
"3219","PBS201017015501","Nearshore",2010-06-23 14:51:00,-128.1,50.36,2010,6,23,0.61944,"Northern Vancouver Island Shelf","VI29","High Seas","Daylight",75,88,16.84,0.852272727272727,"Bongo VNH",0.58,253,35,2.0145139564174,0.814360419266423,0.566615116600841,174,9.26812747334641,32.4099824151242,1024.93161695376,10.1499996185303,0.000335820203701004,NA,0.512052555566248,0.286749432337928,4.30124127142394,2.91683053970337,1.96416573546638,0.460134476988375,0.492530327248612,43.1874847412109,35.6585464477539,236.829406738281,0.000265162787400186,1.2382043,-0.22,27.04,1015.99
"3220","PBS201017015701","DeepShelf",2010-06-23 16:05:00,-128.2,50.3,2010,6,23,0.67083,"Northern Vancouver Island Shelf","VI30","High Seas","Daylight",150,177,53.82,0.847457627118644,"Bongo VNH",0.58,253,38,2.10029043013209,0.817629175887064,0.577385754703352,174,8.03819836200481,33.1051362444192,1025.65357269371,15.25,0.000318668033139236,NA,0.819229733779178,0.419855228643256,4.40335994876749,1.90960359573364,1.14978361859086,0.360794349266501,0.399025627876281,42.1390151977539,38.5207443237305,206.779861450195,0.000373430200852454,1.2382043,-0.22,27.04,1015.99
"3221","PBS201017016001","DeepShelf",2010-06-24 06:24:00,-129.47,50.71,2010,6,24,0.26736,"Northern Vancouver Island Shelf","T08","High Seas","Daylight",150,2302,52.36,0.0651607298001738,"Bongo VNH",0.58,253,29,1.32404374551143,0.539353558594547,0.393206837878794,175,8.58347764080736,32.8003571314104,1025.33307084602,22.3500003814697,0.000172094970452724,NA,0.409663206561919,0.44038794781712,6.7594427098768,1.510737657547,0.840457569177042,0.32389417842008,0.346385909949875,41.8748588562012,36.2329864501953,233.194885253906,0.00122242828365415,1.2382043,-0.22,27.04,1015.99
"3222","PBS201017016201","Nearshore",2010-06-24 08:14:00,-129.24,50.819,2010,6,24,0.34306,"Northern Vancouver Island Shelf","T07","High Seas","Daylight",100,109,31.92,0.917431192660551,"Bongo VNH",0.58,253,26,1.35066844297387,0.603104031834791,0.414557526829479,175,9.41511767609155,32.3054992660633,1024.82704385748,20.75,0.000195206950768566,NA,0.921737764322435,0.450627360942301,6.8618255652794,1.45866870880127,0.801010337892871,0.318934645565084,0.338723725343315,41.4168510437012,32.2511520385742,206.140899658203,0.00137375155463815,1.2382043,-0.22,27.04,1015.99
"3223","PBS201017016601","Nearshore",2010-06-24 10:00:00,-129,50.925,2010,6,24,0.41667,"Northern Vancouver Island Shelf","T06","High Seas","Daylight",50,61,16.06,0.819672131147541,"Bongo VNH",0.58,253,29,1.66970926435301,0.69333061501127,0.49586058031608,175,10.5847436850442,31.7219197193445,1024.18988969783,18.8999996185303,0.000224783879973015,NA,2.15021188791249,0.604107150042366,6.75780899982722,1.75746583938599,1.03049042831757,0.346821466018369,0.38015394505005,40.0707054138184,34.268123626709,207.920639038086,0.00083305302541703,1.2382043,-0.22,27.04,1015.99
"3224","PBS201017016801","Nearshore",2010-06-24 11:06:00,-128.88,50.998,2010,6,24,0.4625,"Northern Vancouver Island Shelf","T05","High Seas","Daylight",55,65,19.82,0.846153846153846,"Bongo VNH",0.58,253,23,1.78466759851389,0.766657067562983,0.56918223272341,175,9.1599429907376,32.1661781406489,1024.76376290498,11.1499996185303,0.00033230613511987,NA,4.81394211171486,0.747697441698399,11.0618250711878,1.93923509120941,1.17317483396104,0.363521724395656,0.402538532852711,40.6762428283691,31.0372314453125,196.445953369141,0.000754705630242825,1.2382043,-0.22,27.04,1015.99
"3225","PBS201017017201","Nearshore",2010-06-24 12:38:00,-128.74,51.071,2010,6,24,0.52639,"Northern Vancouver Island Shelf","T04","High Seas","Daylight",55,63,25.24,0.873015873015873,"Bongo VNH",0.58,253,23,1.65420068655235,0.757207746729907,0.527572552406115,175,10.0978271389584,31.550141283912,1024.13673401246,10.1499996185303,0.000365958526966133,NA,0.92118792521401,0.460593962607005,4.09416866496514,1.82663571834564,1.08455278979166,0.353172876656348,0.388910051897633,41.1926612854004,34.1802635192871,146.005416870117,0.000352449831552804,1.2382043,-0.22,27.04,1015.99
"3226","PBS201017017401","DeepShelf",2010-06-24 13:56:00,-128.6,51.141,2010,6,24,0.58056,"Northern Vancouver Island Shelf","T03","High Seas","Daylight",130,141,41.51,0.921985815602837,"Bongo VNH",0.58,253,23,1.63335443938843,0.739259076919243,0.520924079875686,175,8.68263666360392,32.4685167945374,1025.05920656395,11,0.000336138115296588,NA,0.204679444007033,0.327487098211408,2.45615338908363,1.83073282241821,1.0877644628864,0.353548971156743,0.389419388375069,41.2281341552734,39.2167587280273,236.131286621094,0.000185022872756235,1.2382043,-0.22,27.04,1015.99
"3227","PBS201017017801","DeepShelf",2010-06-24 15:53:00,-128.46,51.209,2010,6,24,0.66181,"Northern Vancouver Island Shelf","T02","High Seas","Daylight",150,191,58.41,0.785340314136126,"Bongo VNH",0.58,253,31,1.15517346512197,0.538859084146324,0.336394225235664,175,8.76026584910895,32.6868044148925,1025.21404617768,10.25,0.000339923993689945,NA,0.102355072868992,0.276358703609721,1.94474633112852,1.70196890830994,0.987343753469665,0.341715055620951,0.372910099219321,41.9333992004395,34.6304969787598,360.365020751953,0.000144442194141448,1.2382043,-0.22,27.04,1015.99
"3228","PBS201017018001","DeepShelf",2010-06-24 17:10:00,-128.34,51.272,2010,6,24,0.71597,"Northern Vancouver Island Shelf","T01","High Seas","Daylight",70,78,33.8,0.897435897435897,"Bongo VNH",0.58,253,28,1.46276839250045,0.691168786363629,0.438979176708318,175,10.1891764460587,31.8125366845837,1024.31968951444,16,0.000179749958513552,NA,0.716726866226891,0.430036113633242,4.09558216247244,1.30826354026794,0.688638463256664,0.304165215921902,0.315459861089378,42.3161659240723,36.2618637084961,322.174133300781,6.79471413604915e-05,1.2382043,-0.22,27.04,1015.99
"3229","PBS201017018401","DeepShelf",2010-06-25 06:18:00,-129.14,52.217,2010,6,25,0.2625,"Hecate Strait","H01","High Seas","Daylight",150,170,69.68,0.882352941176471,"Bongo VNH",0.58,253,27,1.18990880792239,0.591652207177444,0.36103389102658,176,8.70742350249611,32.5848649061088,1025.1458168077,11.75,0.000250334919019802,NA,1.02383905884524,0.327628491507409,1.33099072767836,1.58640348911285,0.898220529052364,0.331004531851711,0.357178428208779,44.0886306762695,33.3284225463867,606.886352539062,9.41341786528938e-05,1.2382043,-0.22,27.04,1015.99
"3230","PBS201017018601","DeepShelf",2010-06-25 08:10:00,-129.44,52.256,2010,6,25,0.34028,"Hecate Strait","H02","High Seas","Daylight",150,180,47.56,0.833333333333333,"Bongo VNH",0.58,253,21,1.08880711509408,0.549044034126845,0.357628211769149,176,8.1467785346647,32.5871264492202,1025.23869707116,11.75,0.000268935940968047,NA,3.5839184500227,0.634865558886723,8.4990068053619,1.83428621292114,1.09055075232199,0.353875162149175,0.389860298449976,45.2164306640625,28.4632320404053,794.849853515625,6.64331382722594e-05,1.2382043,-0.22,27.04,1015.99
"3231","PBS201017042301","DeepFjord",2010-07-07 06:20:00,-123.73,49.234,2010,7,7,0.26458,"Central Strait of Georgia","GS35","High Seas","Daylight",150,400,40,0.375,"Bongo VNH",0.58,253,43,2.27209353378432,0.831538110542377,0.604087382722349,188,10.2496652882532,29.4828883116054,1022.50499938749,10,0.00157910171993295,NA,0.203686720874713,0.295345732368867,26.1737440193846,3.5744948387146,2.50889529302623,0.536459503852007,0.529140041836363,59.0476684570312,16.7690563201904,2137.43896484375,0.000103106431197375,1.1456281,-1.05,26.22,1018.84
"3232","PBS201017042701","DeepFjord",2010-07-07 09:22:00,-123.47,49.113,2010,7,7,0.39028,"Central Strait of Georgia","GS37","High Seas","Daylight",150,318,70.3,0.471698113207547,"Bongo VNH",0.58,253,31,2.07637137444907,0.800111079198794,0.604653206551589,188,9.91281596369695,29.5322411040797,1022.60263351789,10,0.00399336799752369,NA,6.73574168532043,0.755219542939015,30.92317740535,4.02637958526611,2.88635121104524,0.595052086331457,0.544976287889417,58.3230857849121,20.6201095581055,979.777404785156,0.00211660889908671,1.1456281,-1.05,26.22,1018.84
"3233","PBS201017043101","DeepFjord",2010-07-07 11:35:00,-123.28,49.017,2010,7,7,0.48264,"Central Strait of Georgia","GS39","High Seas","Daylight",130,139,47.77,0.935251798561151,"Bongo VNH",0.58,253,35,2.4402805914319,0.855595651134287,0.686368971258923,188,10.0810557497967,29.8149651825476,1022.7979257717,11.25,0.00236220239510105,NA,11.1286575060762,1.15370489622973,32.6712892346373,2.82329368591309,1.88729794710157,0.450106951977923,0.485888786833587,57.5187454223633,21.1981353759766,511.700592041016,0.00255845626816154,1.1456281,-1.05,26.22,1018.84
"3234","PBS201017043501","DeepFjord",2010-07-07 13:30:00,-123.49,49.006,2010,7,7,0.5625,"Central Strait of Georgia","GS41","High Seas","Daylight",150,196,58.2,0.76530612244898,"Bongo VNH",0.58,253,48,2.63276165953546,0.888440859469992,0.680089112427158,188,10.2327713950847,29.3648224373801,1022.41736437407,10,0.00228953128030701,NA,0.304843368381648,0.264197565741784,27.4359020641435,3.50875782966614,2.45416845121224,0.528357496354692,0.526231882099207,58.0281448364258,17.4832592010498,366.463348388672,0.0013711501378566,1.1456281,-1.05,26.22,1018.84
"3235","PBS201018005001","DeepShelf",2010-10-07 09:18:00,-129,50.936,2010,10,7,0.38819,"Northern Vancouver Island Shelf","T06","High Seas","Daylight",47,58,10.77,0.810344827586207,"Bongo VNH",0.58,253,26,1.43993021272056,0.551716024547092,0.44195443441187,280,11.5804843820453,32.3215209428643,1024.47855443327,12.25,0.000140857357913863,231.857727104659,8.80854802218162,1.01400723711065,20.1777203558346,3.27471661567688,2.25977998124634,0.500374693242513,0.514561941188028,11.8203859329224,36.8513526916504,2453.04565429688,0.000106493134808261,1.6059417,-1.06,25.03,1011.56
"3236","PBS201018005601","DeepFjord",2010-10-07 16:43:00,-127.83,50.863,2010,10,7,0.69653,"Queen Charlotte Strait","QCST08","High Seas","Daylight",148,265,51.53,0.558490566037736,"Bongo VNH",0.58,253,21,1.71157142350265,0.719984914938778,0.562180591049443,280,9.70844312266595,32.4706610541166,1024.91179983252,15.25,0.000128038250276968,210.042843249432,16.8027144939458,1.59830696700013,32.7857851410397,1.69260938465595,0.980088334713905,0.340852177086344,0.371668872855703,11.6586275100708,16.4552841186523,NA,NA,1.6059417,-1.06,25.03,1011.56
"3237","PBS201018008601","DeepFjord",2010-10-09 16:07:00,-124.58,49.832,2010,10,9,0.67222,"Northern Strait of Georgia","GS07","High Seas","Daylight",148,240,39.01,0.616666666666667,"Bongo VNH",0.58,253,41,1.19272154011213,0.487592555784918,0.321179047743819,282,10.1982017049179,29.7371435177354,1022.71414741026,24.25,6.39203477831729e-05,238.479610577769,12.2495447776807,1.38828175607308,42.9754847040864,1.80718243122101,1.06931767389637,0.351387172573539,0.386477584751101,16.1876201629639,31.6328544616699,439.877746582031,1.19977794383885e-05,1.6059417,-1.06,25.03,1011.56
"3238","PBS201018010201","DeepFjord",2010-10-10 12:26:00,-123.6,49.116,2010,10,10,0.51806,"Central Strait of Georgia","GS15","High Seas","Daylight",150,165,44.02,0.909090909090909,"Bongo VNH",0.58,253,40,2.13079863870007,0.758704905425256,0.577627614348783,283,10.2039205230131,30.1977062870711,1023.07676002509,11.25,0.000476174819587273,175.183224523441,21.1539612274643,2.00298373355722,48.3373098087648,3.37768816947937,2.34521368287081,0.512521115976606,0.519953370631959,16.647087097168,18.0763111114502,3239.86303710938,0.000955449359025806,1.6059417,-1.06,25.03,1011.56
"3239","PBS201018011001","DeepFjord",2010-10-10 16:47:00,-123.53,49.219,2010,10,10,0.69931,"Central Strait of Georgia","GS19","High Seas","Daylight",148,333,48.19,0.444444444444444,"Bongo VNH",0.58,253,30,2.3881767685575,0.873133209369092,0.702157652311964,283,10.2504373393696,30.1276174817354,1023.01459537378,10,0.0011272151864466,178.992981554692,13.1740706290763,1.34804452989352,42.6880743045411,2.96028709411621,1.99993851273048,0.464860603607292,0.495487977778441,16.8253078460693,22.7700271606445,1303.24926757812,0.00161657808348536,1.6059417,-1.06,25.03,1011.56
"3240","PBS201018012001","Nearshore",2010-10-13 11:39:00,-124.05,48.38,2010,10,13,0.48611,"Juan de Fuca","JF03","High Seas","Daylight",95,108,29.41,0.87962962962963,"Bongo VNH",0.58,253,29,1.88611483425545,0.794127641612087,0.560127452259822,286,9.9781591029326,32.1578628919054,1024.62682130706,11,8.0741389418674e-05,198.852992782786,18.1324772902116,1.57762786054193,35.3429626863141,1.49791514873505,0.830719514637775,0.322678540414927,0.344517093682344,17.3992519378662,27.2427101135254,1088.23779296875,1.63212116603972e-05,1.6059417,-1.06,25.03,1011.56
"3241","PBS201018012601","Nearshore",2010-10-13 15:13:00,-124.46,48.506,2010,10,13,0.63472,"Juan de Fuca","JF05","High Seas","Daylight",98,111,31.29,0.882882882882883,"Bongo VNH",0.58,253,29,2.06188342142012,0.80940840793176,0.612326188586883,286,9.81251690992281,32.114587372954,1024.61913844214,11.5,0.00017424491206244,208.41907645031,16.0790028432607,1.40307224455749,32.0555912637498,0.711735188961029,0.278780155667204,0.229361521708866,0.203593511584959,16.486234664917,26.4206123352051,1277.19140625,0.000253370864391819,1.6059417,-1.06,25.03,1011.56
"3242","PBS201018013201","Nearshore",2010-10-14 07:27:00,-125.19,48.934,2010,10,14,0.31042,"Vancouver Island Inlets","IVI01","High Seas","Daylight",82,92,24.2,0.891304347826087,"Bongo VNH",0.58,253,30,2.18692784624837,0.825619099434297,0.642987630779495,287,10.4015310592906,31.8685435120383,1024.33365866593,10.5,0.00124903235078374,210.289848612058,17.5072758129593,1.55620224024148,37.778859052672,4.78019428253174,3.51968186331812,0.703971197064318,0.556541222149299,15.400707244873,19.613094329834,176.957794189453,1.59977789735422e-05,1.6059417,-1.06,25.03,1011.56
"3243","PBS201018017501","Nearshore",2010-10-16 08:21:00,-126.61,49.316,2010,10,16,0.34792,"Southern Vancouver Island Shelf (Stations B and D)","EP02","High Seas","Daylight",63,83,38.59,0.759036144578313,"Bongo VNH",0.58,253,24,1.80059959669631,0.754280995744938,0.566573032684967,289,10.4697807322292,32.0071403250878,1024.43070883552,10.25,0.000880501257638294,221.927417165955,15.6665502832591,1.25946777169935,35.0193480366458,2.17485165596008,1.36072082213928,0.385446081948276,0.428684751872527,15.5697593688965,28.7149028778076,1881.4833984375,0.000145952290040441,1.6059417,-1.06,25.03,1011.56
"3244","PBS201018017801","DeepShelf",2010-10-16 09:40:00,-126.68,49.28,2010,10,16,0.40278,"Southern Vancouver Island Shelf (Stations B and D)","EP03","High Seas","Daylight",97,109,35.46,0.889908256880734,"Bongo VNH",0.58,253,19,1.9643321006107,0.810210298904915,0.667132895097997,289,9.23445266950596,32.6846038867819,1025.15153844936,10.75,0.000666897920646078,184.479788056215,17.2116100332604,1.3113607946806,34.7305733861717,1.39634537696838,0.75414755181626,0.31290587478525,0.329291950366873,15.4199438095093,29.9238567352295,1356.57397460938,8.78818536875769e-05,1.6059417,-1.06,25.03,1011.56
"3245","PBS201018018101","Nearshore",2010-10-16 10:56:00,-126.76,49.247,2010,10,16,0.45625,"Southern Vancouver Island Shelf (Stations B and D)","EP04","High Seas","Daylight",105,119,44.02,0.882352941176471,"Bongo VNH",0.58,253,31,2.49730070720966,0.890142031496438,0.727230638468288,289,8.56399328309511,33.0035268214185,1025.50074832357,10.25,0.000391863095702781,172.082525905164,13.7295353884829,1.23975662811449,33.0943279998268,1.19928705692291,0.608919187738658,0.292876116277932,0.297491752906323,16.110221862793,33.9636077880859,518.373962402344,4.37638773291837e-05,1.6059417,-1.06,25.03,1011.56
"3246","PBS201018018401","DeepShelf",2010-10-16 12:15:00,-126.83,49.216,2010,10,16,0.51111,"Southern Vancouver Island Shelf (Stations B and D)","EP05","High Seas","Daylight",126,136,49.44,0.926470588235294,"Bongo VNH",0.58,253,31,1.93975593143558,0.780580142091784,0.564869877471314,289,8.98746104219523,33.1608611329103,1025.54199096328,26.25,8.44003054175647e-05,229.832507540081,8.91082020298595,0.911566669776407,22.2258401657993,1.21952831745148,0.62360485240532,0.295020310673024,0.300903154373134,15.535927772522,33.6771278381348,355.620391845703,3.71822679881006e-05,1.6059417,-1.06,25.03,1011.56
"3247","PBS201018018701","DeepShelf",2010-10-16 13:50:00,-126.9,49.166,2010,10,16,0.57639,"Southern Vancouver Island Shelf (Stations B and D)","EP06","High Seas","Daylight",150,181,42.97,0.828729281767956,"Bongo VNH",0.58,253,29,1.78469570180899,0.758467099593779,0.5300085860933,289,8.21745197564328,33.346890037373,1025.80956781418,14.5,0.000184550661358517,216.202812586339,9.93397824337186,1.14701607203313,25.2958015479485,1.2737443447113,0.663217768475592,0.300653503200222,0.30987307303549,15.7621059417725,37.6369857788086,331.129211425781,1.5524403352174e-05,1.6059417,-1.06,25.03,1011.56
